"REF_DATE","GEO","DGUID","Age group","Sex","Element","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00022","","","","5"
"2016","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00023","","","","5"
"2017","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00033","","","","5"
"2018","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00031","","","","5"
"2019","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00026","","","","5"
"2020","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00025","","","","5"
"2021","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00030","","","","5"
"2022","British Columbia","2016A000259","16 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171878","10.17.1.3","0.00036","","","","5"
"2012","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00035","","","","5"
"2013","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00029","","","","5"
"2014","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00039","","","","5"
"2015","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00030","","","","5"
"2016","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00030","","","","5"
"2017","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00043","","","","5"
"2018","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00041","","","","5"
"2019","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00034","","","","5"
"2020","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00035","","","","5"
"2021","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00039","","","","5"
"2022","British Columbia","2016A000259","17 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171905","10.18.1.3","0.00043","","","","5"
"2012","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00040","","","","5"
"2013","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00037","","","","5"
"2014","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00043","","","","5"
"2015","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00036","","","","5"
"2016","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00039","","","","5"
"2017","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00050","","","","5"
"2018","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00050","","","","5"
"2019","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00039","","","","5"
"2020","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00045","","","","5"
"2021","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00047","","","","5"
"2022","British Columbia","2016A000259","18 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171932","10.19.1.3","0.00049","","","","5"
"2012","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00042","","","","5"
"2013","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00045","","","","5"
"2014","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00043","","","","5"
"2015","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00041","","","","5"
"2016","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00048","","","","5"
"2017","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00055","","","","5"
"2018","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00057","","","","5"
"2019","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00044","","","","5"
"2020","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00053","","","","5"
"2021","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00056","","","","5"
"2022","British Columbia","2016A000259","19 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171959","10.20.1.3","0.00054","","","","5"
"2012","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00045","","","","5"
"2013","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00052","","","","5"
"2014","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00043","","","","5"
"2015","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00046","","","","5"
"2016","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00057","","","","5"
"2017","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00060","","","","5"
"2018","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00065","","","","5"
"2019","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00049","","","","5"
"2020","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00062","","","","5"
"2021","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00065","","","","5"
"2022","British Columbia","2016A000259","20 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300171986","10.21.1.3","0.00059","","","","5"
"2012","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00047","","","","5"
"2013","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00058","","","","5"
"2014","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00044","","","","5"
"2015","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00050","","","","5"
"2016","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00065","","","","5"
"2017","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00066","","","","5"
"2018","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00073","","","","5"
"2019","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00054","","","","5"
"2020","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00070","","","","5"
"2021","British Columbia","2016A000259","21 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172013","10.22.1.3","0.00073","","","","5"
